,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments
710,80,79,2,0,4,2,7,1,2,2,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--', No Comment ,0,9,3,79.5,3.0,1.0,0,3,0,0,0,0,0,2,1,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0,'F', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,0,0,0.0,0.0,0.0,1,2,0,0,0,0,1,2,0,0,0,0,0
712,80,77,2,3,3,4,2,0,5,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,7,0,78.5,2.5,3.5,0,5,0,0,0,1,0,0,0,0,0,0,0
713,79,82,2,0,4,1,3,0,5,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--', No Comment ,0,8,0,80.5,3.0,0.5,0,3,0,0,0,0,0,2,1,0,0,0,0
714,82,83,3,3,3,4,3,0,3,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,6,1,82.5,3.0,3.5,0,6,0,0,0,0,0,0,0,0,0,0,0
715,76,78,3,4,1,4,5,0,4,1,'M','Incomplete work--','Poor test scores--','Parent conference requested--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--', No Comment ,0,9,1,77.0,2.0,4.0,0,1,1,0,0,0,1,2,0,0,1,0,0
716,78,83,2,1,1,1,5,15,1,4,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',0,6,19,80.5,1.5,1.0,0,5,0,0,0,0,0,0,0,1,1,0,0
717,80,76,4,4,4,4,14,3,2,16,'F','Improvement noted--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,'Incomplete work--','Poor class attendance--',0,16,19,78.0,4.0,4.0,0,2,1,0,0,0,0,0,1,0,0,1,0
718,84,75,3,4,2,2,8,0,13,4,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,21,4,79.5,2.5,3.0,1,4,0,0,0,1,0,0,0,0,0,0,0
719,71,83,0,1,0,1,0,0,23,5,'M', No Comment , No Comment , No Comment ,'Conscientious about classroom responsibilities--', No Comment , No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,23,5,77.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0
720,82,86,3,4,3,4,5,2,2,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,7,3,84.0,3.0,4.0,0,6,0,0,1,0,0,0,0,0,0,0,0
721,82,85,3,2,2,3,5,17,2,4,'M','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,7,21,83.5,2.5,2.5,0,4,0,0,0,0,1,0,0,1,0,0,0
722,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--','Conscientious about classroom responsibilities--', No Comment ,'Incomplete work. A missing project- El folleto turístico.','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,0,0,0.0,0.0,0.0,0,2,1,0,0,0,0,2,1,0,0,0,0
723,76,83,1,1,1,2,2,0,5,2,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Incomplete work--IXL',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,7,2,79.5,1.0,1.5,0,3,1,0,0,0,0,1,1,0,0,0,0
724,0,79,2,1,0,0,0,0,1,0,'M','Unprepared for class--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Incomplete work--',"'Lacks persistence with class assignments, often disruptive during demonstrations, inattentive. Anticipating improvement.'",0,1,0,39.5,1.0,0.5,0,2,1,0,2,0,0,1,0,0,0,0,0
725,82,79,2,3,2,2,2,2,3,2,'M','Demonstrates outstanding effort--','Improvement noted--','Conscientious about classroom responsibilities--', No Comment ,'Improvement noted--',"'Some date Student has made BIG improvements in his attitude and work habits, especially in class. As discussed at conferences, I am very pleased with what I see, and I value the cooperation of his family as well. He is benefitting a lot from the home-school partnership.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',0,5,4,80.5,2.0,2.5,0,1,0,2,0,0,0,1,2,0,0,0,0
726,77,80,0,0,0,0,29,1,20,1,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Working hard to catch up.',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,49,2,78.5,0.0,0.0,1,4,0,0,0,0,0,1,0,0,0,0,0
727,76,77,2,1,3,1,1,1,9,2,'F', No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--','Conscientious about classroom responsibilities--',0,10,3,76.5,2.5,1.0,0,2,0,0,0,1,1,1,0,0,0,0,0
728,76,80,2,0,1,2,2,0,1,5,'M', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Inattentiveness in class--', No Comment ,'Parent conference requested--','Inattentiveness in class--',0,3,5,78.0,1.5,1.0,0,2,0,0,0,2,0,1,0,0,1,0,0
729,78,83,3,3,3,3,1,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,1,0,80.5,3.0,3.0,2,3,0,0,0,0,0,0,0,1,0,0,0
730,73,83,2,4,2,4,2,0,2,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Needs to participate more in class','Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','Incomplete homework--',0,4,0,78.0,2.0,4.0,0,2,0,0,0,0,1,0,0,1,1,0,0
731,85,86,4,4,4,4,4,0,2,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,0,6,2,85.5,4.0,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0
732,0,84,0,0,0,0,0,0,3,1,'M','Conscientious about classroom responsibilities--','Inattentiveness in class--','Improvement noted--','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--', No Comment ,'Inattentiveness in class--',0,3,1,42.0,0.0,0.0,0,1,0,1,0,3,0,1,1,0,0,0,0
733,0,77,0,0,1,4,0,0,12,4,'M','Incomplete homework--','Incomplete work--', No Comment ,'Conscientious about classroom responsibilities--', No Comment ,'Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,12,4,38.5,0.5,2.0,0,2,1,0,1,0,0,1,0,1,0,0,0
734,69,78,2,2,1,1,4,26,1,22,'M','Incomplete homework--','Inattentiveness in class--','Unprepared for class--','Incomplete work--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor class attendance--',0,5,48,73.5,1.5,1.5,0,1,1,0,1,1,0,0,0,1,0,1,0
735,77,83,2,3,3,3,7,0,7,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,14,1,80.0,2.5,3.0,1,3,0,1,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--','Just transferred in.', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,0,0,0,0.0,0.0,0.0,1,2,0,1,0,1,0,0,0,0,0,0,0
737,85,88,0,0,0,0,15,7,12,3,'F','Conscientious about classroom responsibilities--','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'",0,27,10,86.5,0.0,0.0,3,1,0,2,0,0,0,1,0,0,0,0,0
738,74,83,2,1,1,2,10,0,14,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,'Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,24,1,78.5,1.5,1.5,0,5,0,0,0,0,0,0,1,0,0,0,0
739,0,0,0,0,0,0,0,0,0,0,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0,'F', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,70,68,3,2,0,0,9,2,5,16,'M','Parent conference requested--',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,'Poor class attendance--','Unprepared for class--','Poor class attendance--','Unprepared for class--','Poor test scores--',0,14,18,69.0,1.5,1.0,1,0,0,0,2,0,1,0,0,0,1,2,0
742,78,78,2,3,2,3,14,8,11,20,'M','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,25,28,78.0,2.0,3.0,0,4,1,0,0,0,1,0,0,0,0,0,0
743,77,64,2,3,0,0,8,10,6,25,'M',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',0,14,35,70.5,1.0,1.5,1,3,1,1,0,0,0,0,0,0,0,0,0
744,85,85,4,4,4,4,7,3,2,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'",0,9,5,85.0,4.0,4.0,2,2,0,1,0,0,1,0,0,0,0,0,0
745,0,69,0,0,0,1,0,0,1,14,'M','Unprepared for class--','Incomplete work. A missing project- El folleto turístico.','Conscientious about classroom responsibilities--','Poor test scores--', No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,1,14,34.5,0.0,0.5,0,1,1,0,1,0,1,1,0,0,0,0,0
746,78,80,3,4,3,4,14,9,4,5,'M','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--', No Comment ,'Incomplete work--','Unprepared for class--',0,18,14,79.0,3.0,4.0,0,2,1,0,1,0,0,1,0,0,1,0,0
747,0,0,0,0,0,0,0,0,0,0,'M','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,0
748,84,86,4,4,4,4,5,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Needs to participate more in class', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,6,0,85.0,4.0,4.0,1,3,0,1,0,0,0,0,0,0,0,0,0
749,85,85,4,5,4,5,17,8,22,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Poor test scores--',0,39,10,85.0,4.0,5.0,0,3,1,1,0,0,2,0,0,0,0,0,0
750,79,83,3,2,4,3,9,4,5,8,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,14,12,81.0,3.5,2.5,1,3,0,1,0,0,0,1,0,0,0,0,0
751,78,73,1,2,2,3,6,13,2,19,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','Poor class attendance--','Conscientious about classroom responsibilities--', No Comment ,'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.-- Student necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment ,0,8,32,75.5,1.5,2.5,0,1,0,1,0,0,0,1,0,0,0,2,0
752,85,64,4,4,0,0,5,3,21,13,'M', No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--','Incomplete homework--',0,26,16,74.5,2.0,2.0,0,2,0,0,0,0,1,0,0,1,0,0,0
753,0,0,0,0,0,0,0,0,0,0,'M',"""Doesn't do much in class. Comes late.""",'Parent conference requested--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','Inattentiveness in class--','Poor test scores--','Parent conference requested--',0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,2,1,0
754,76,82,3,3,4,4,14,17,12,6,'M','Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Incomplete homework--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,26,23,79.0,3.5,3.5,0,2,0,1,0,0,1,0,0,1,0,0,0
755,80,83,2,2,2,2,5,0,7,2,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,12,2,81.5,2.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0
756,79,86,4,5,4,5,12,1,13,9,'F','Excessive lateness--','Unprepared for class--','Incomplete homework--', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'",'Inattentiveness in class--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,25,10,82.5,4.0,5.0,1,1,1,0,1,1,0,0,0,1,0,0,1
757,0,86,0,0,0,0,0,0,6,3,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Some date Student shows excellent effort, and is always very hard working and attentive.'",0,6,3,43.0,0.0,0.0,0,4,0,1,0,0,0,0,0,0,0,1,0
758,0,38,0,0,0,0,0,0,0,0,'F', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,0,0,19.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,76,82,1,1,1,2,2,1,3,0,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,5,1,79.0,1.0,1.5,1,3,0,1,0,0,0,2,0,0,0,0,0
760,0,74,0,0,3,2,0,0,5,10,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--', No Comment ,'Incomplete work. A missing project- El folleto turístico.',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Excessive lateness--','Conscientious about classroom responsibilities--', No Comment ,0,5,10,37.0,1.5,1.0,0,2,1,0,0,0,0,1,1,0,0,0,1
761,0,81,0,0,1,0,0,0,1,1,'F', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Parent conference requested--','Poor test scores--',0,1,1,40.5,0.5,0.0,0,3,0,0,0,0,1,1,0,0,1,0,0
762,0,48,0,0,0,0,0,0,6,18,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,6,18,24.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,78,81,2,3,3,3,14,17,3,10,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Conscientious about classroom responsibilities--',0,17,27,79.5,2.5,3.0,0,4,0,1,1,0,0,1,0,0,0,0,0
764,76,82,3,5,4,5,12,9,6,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,18,27,79.0,3.5,5.0,1,5,0,0,0,0,0,1,0,0,0,0,0
765,79,48,3,3,0,0,33,21,30,9,'F', No Comment , No Comment ,'Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--', No Comment ,'Poor class attendance--', No Comment ,0,63,30,63.5,1.5,1.5,0,1,0,0,0,0,0,0,0,0,0,3,0
766,70,48,1,2,0,0,13,5,4,12,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,17,17,59.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,75,75,3,5,3,4,15,26,3,18,'M','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Inattentiveness in class--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,18,44,75.0,3.0,4.5,0,2,1,0,1,1,0,1,0,0,0,0,0
768,73,73,3,4,2,4,3,0,6,2,'M','Incomplete work--','Poor test scores--','Inattentiveness in class--','disruptive at times in class','Unprepared for class--', No Comment ,'Improvement noted--', No Comment ,0,9,2,73.0,2.5,4.0,0,0,1,0,1,1,1,0,1,0,0,0,0
769,73,78,3,2,2,4,5,19,9,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--',0,14,37,75.5,2.5,3.0,0,4,0,0,1,0,0,0,1,0,0,0,0
770,75,84,3,4,4,4,2,0,1,6,'F',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,3,6,79.5,3.5,4.0,1,4,1,0,0,0,0,0,0,1,0,0,0
771,73,74,2,3,2,3,0,7,1,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Parent conference requested--','Inattentiveness in class--', No Comment ,'Incomplete homework--','Parent conference requested--','Poor class attendance--',0,1,22,73.5,2.0,3.0,0,1,0,0,0,1,0,0,0,1,2,1,0
772,0,0,0,0,0,0,0,0,0,0,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,0,0,0,0.0,0.0,0.0,2,3,0,0,0,0,0,1,0,0,0,0,0
773,78,80,2,3,3,3,3,1,10,3,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,13,4,79.0,2.5,3.0,0,5,0,0,0,0,0,0,0,1,0,0,0
774,77,64,1,4,0,0,8,0,9,1,'F','Needs tutoring as discussed.',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor class attendance--',0,17,1,70.5,0.5,2.0,1,3,0,0,0,0,0,0,0,1,0,1,0
775,85,87,4,4,4,4,1,0,1,3,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,2,3,86.0,4.0,4.0,0,5,1,0,0,0,0,0,0,0,0,0,0
776,77,79,3,5,4,4,2,5,6,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,8,23,78.0,3.5,4.5,0,3,0,0,0,0,1,0,0,1,0,0,0
777,79,76,2,1,2,1,10,14,5,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Incomplete homework--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,15,29,77.5,2.0,1.0,0,3,0,0,0,0,2,0,0,1,0,0,0
