,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments,Comments
753,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,2,1,0,"""Doesn't do much in class. Comes late."".'Parent conference requested. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor class attendance.'Inattentiveness in class.'Poor test scores.""Doesn't do much in class. Comes late.""."
754,76,82,3,3,4,4,14,17,12,6,'M',0,26,23,79.0,3.5,3.5,0,2,0,1,0,0,1,0,0,1,0,0,0,"'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores."
755,80,83,2,2,2,2,5,0,7,2,'F',0,12,2,81.5,2.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities."
756,79,86,4,5,4,5,12,1,13,9,'F',0,25,10,82.5,4.0,5.0,1,1,1,0,1,1,0,0,0,1,0,0,1,"'Excessive lateness.'Unprepared for class.'Incomplete homework. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Inattentiveness in class.'Incomplete work.'Excessive lateness."
757,0,86,0,0,0,0,0,0,6,3,'F',0,6,3,43.0,0.0,0.0,0,4,0,1,0,0,0,0,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Poor class attendance. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
758,0,38,0,0,0,0,0,0,0,0,'F',0,0,0,19.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
759,76,82,1,1,1,2,2,1,3,0,'F',0,5,1,79.0,1.0,1.5,1,3,0,1,0,0,0,2,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities."
760,0,74,0,0,3,2,0,0,5,10,'M',0,5,10,37.0,1.5,1.0,0,2,1,0,0,0,0,1,1,0,0,0,1,"'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted. No Comment .'Incomplete work. A missing project.'Meets acceptable standards of cooperation, work, attitude and effort .'Excessive lateness.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
761,0,81,0,0,1,0,0,0,1,1,'F',0,1,1,40.5,0.5,0.0,0,3,0,0,0,0,1,1,0,0,1,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested. No Comment ."
762,0,48,0,0,0,0,0,0,6,18,'M',0,6,18,24.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
763,78,81,2,3,3,3,14,17,3,10,'M',0,17,27,79.5,2.5,3.0,0,4,0,1,1,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Meets acceptable standards of cooperation, work, attitude and effort ."
764,76,82,3,5,4,5,12,9,6,18,'F',0,18,27,79.0,3.5,5.0,1,5,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
765,79,48,3,3,0,0,33,21,30,9,'F',0,63,30,63.5,1.5,1.5,0,1,0,0,0,0,0,0,0,0,0,3,0," No Comment . No Comment .'Poor class attendance.'Meets acceptable standards of cooperation, work, attitude and effort .'Poor class attendance. No Comment .'Poor class attendance. No Comment ."
766,70,48,1,2,0,0,13,5,4,12,'M',0,17,17,59.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
767,75,75,3,5,3,4,15,26,3,18,'M',0,18,44,75.0,3.0,4.5,0,2,1,0,1,1,0,1,0,0,0,0,0,"'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Inattentiveness in class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Incomplete work."
768,73,73,3,4,2,4,3,0,6,2,'M',0,9,2,73.0,2.5,4.0,0,0,1,0,1,1,1,0,1,0,0,0,0,'Incomplete work.'Poor test scores.'Inattentiveness in class.'disruptive at times in class'.'Unprepared for class. No Comment .'Improvement noted.'Incomplete work.
769,73,78,3,2,2,4,5,19,9,18,'F',0,14,37,75.5,2.5,3.0,0,4,0,0,1,0,0,0,1,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
770,75,84,3,4,4,4,2,0,1,6,'F',0,3,6,79.5,3.5,4.0,1,4,1,0,0,0,0,0,0,1,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Demonstrates above average ability, motivation and attitude in this class."
771,73,74,2,3,2,3,0,7,1,15,'M',0,1,22,73.5,2.0,3.0,0,1,0,0,0,1,0,0,0,1,2,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Parent conference requested.'Inattentiveness in class. No Comment .'Incomplete homework.'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort ."
772,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,2,3,0,0,0,0,0,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities."
773,78,80,2,3,3,3,3,1,10,3,'M',0,13,4,79.0,2.5,3.0,0,5,0,0,0,0,0,0,0,1,0,0,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework."
774,77,64,1,4,0,0,8,0,9,1,'F',0,17,1,70.5,0.5,2.0,1,3,0,0,0,0,0,0,0,1,0,1,0,"'Needs tutoring as discussed.'.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Needs tutoring as discussed.'."
775,85,87,4,4,4,4,1,0,1,3,'F',0,2,3,86.0,4.0,4.0,0,5,1,0,0,0,0,0,0,0,0,0,0,"'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work."
776,77,79,3,5,4,4,2,5,6,18,'F',0,8,23,78.0,3.5,4.5,0,3,0,0,0,0,1,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
777,79,76,2,1,2,1,10,14,5,15,'M',0,15,29,77.5,2.0,1.0,0,3,0,0,0,0,2,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete homework.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
778,81,80,3,2,2,1,1,0,3,0,'M',0,4,0,80.5,2.5,1.5,0,3,0,0,0,0,0,2,0,0,0,0,0," No Comment .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment ."
779,84,85,4,5,4,4,11,3,6,2,'F',0,17,5,84.5,4.0,4.5,3,3,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
780,84,81,0,0,0,0,0,0,3,0,'F',0,3,0,82.5,0.0,0.0,3,2,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
781,75,76,3,4,1,4,8,0,7,0,'M',0,15,0,75.5,2.0,4.0,0,3,0,0,0,0,1,1,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested. No Comment .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
782,74,78,2,1,4,1,0,0,4,0,'M',0,4,0,76.0,3.0,1.0,0,3,0,0,0,0,0,2,0,0,0,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment ."
783,75,76,2,4,2,3,5,15,5,10,'M',0,10,25,75.5,2.0,3.5,0,5,0,0,0,1,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
784,79,87,3,5,1,5,3,0,0,1,'F',0,3,1,83.0,2.0,5.0,0,3,1,0,0,0,1,1,0,0,0,0,0,"'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work."
785,0,0,0,0,0,0,13,8,0,0,'M',0,13,8,0.0,0.0,0.0,0,4,1,0,0,0,0,0,1,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Improvement noted.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
786,68,75,3,3,2,2,3,4,5,5,'M',0,8,9,71.5,2.5,2.5,0,2,0,1,0,0,1,0,1,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Incomplete homework.'Improvement noted.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
787,78,80,2,4,3,3,8,1,4,2,'F',0,12,3,79.0,2.5,3.5,0,5,0,0,0,0,0,0,0,0,0,0,0,"'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.."
788,73,74,1,0,1,1,10,2,21,16,'F',0,31,18,73.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
789,84,86,3,5,4,5,1,0,4,5,'F',0,5,5,85.0,3.5,5.0,0,6,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
790,78,85,2,3,1,3,7,2,4,15,'F',0,11,17,81.5,1.5,3.0,1,4,0,0,0,0,0,0,0,0,0,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
791,80,82,4,5,4,5,12,0,13,0,'M',0,25,0,81.0,4.0,5.0,1,2,1,0,0,0,0,0,0,0,0,0,0," No Comment .'Demonstrates above average ability, motivation and attitude in this class. No Comment . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
792,83,85,3,4,4,4,3,4,1,4,'F',0,4,8,84.0,3.5,4.0,0,6,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
793,77,82,3,5,4,4,7,2,5,5,'M',0,12,7,79.5,3.5,4.5,1,3,0,0,0,0,0,0,0,1,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Needs to participate more in class'.'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class."
794,85,89,4,4,5,4,6,1,5,8,'M',0,11,9,87.0,4.5,4.0,1,5,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Austin is a joy to have in class. He always is attentive and gets his work done on time.'.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
795,81,81,4,3,4,4,2,0,1,0,'M',0,3,0,81.0,4.0,3.5,0,4,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
796,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,1,3,0,1,0,0,0,0,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Parent conference requested. No Comment .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
797,85,83,2,3,2,4,2,0,9,0,'F',0,11,0,84.0,2.0,3.5,0,3,0,0,1,0,0,0,0,0,0,0,0,"'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Unprepared for class.'Meets acceptable standards of cooperation, work, attitude and effort .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.."
798,72,75,2,3,3,3,2,0,1,6,'M',0,3,6,73.5,2.5,3.0,0,3,1,0,0,0,1,1,0,0,0,0,0,"'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Poor test scores."
799,85,89,3,4,4,5,0,0,2,1,'F',0,2,1,87.0,3.5,4.5,1,5,0,1,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
800,80,83,3,5,4,4,0,1,0,3,'M',0,0,4,81.5,3.5,4.5,0,4,0,0,0,0,0,1,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
801,82,79,2,4,3,4,2,1,1,9,'F',0,3,10,80.5,2.5,4.0,0,2,0,0,0,0,2,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
802,0,82,0,0,3,2,0,0,13,0,'M',0,13,0,41.0,1.5,1.0,0,1,0,1,0,0,0,3,1,0,0,0,0,"'Conscientious about classroom responsibilities.'Improvement noted.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort.'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities."
803,79,74,2,4,2,4,10,0,7,3,'M',0,17,3,76.5,2.0,4.0,0,3,0,0,0,0,0,1,0,1,0,0,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Not working up to his ability'.'Incomplete homework."
804,76,78,2,1,4,2,6,1,3,0,'F',0,9,1,77.0,3.0,1.5,0,1,0,1,0,1,1,1,0,0,1,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Conscientious about classroom responsibilities.'Demonstrates outstanding effort. No Comment .'Parent conference requested. No Comment ."
805,74,76,2,4,2,2,14,20,12,34,'M',0,26,54,75.0,2.0,3.0,0,1,0,0,0,1,1,0,1,0,1,1,0,"'Poor class attendance.'Improvement noted.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Inattentiveness in class. No Comment .'Poor class attendance."
806,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0, No Comment .'Improvement noted. No Comment . No Comment .'Incomplete work.'Unprepared for class.'Conscientious about classroom responsibilities. No Comment .
807,74,77,2,3,1,4,6,2,3,1,'F',0,9,3,75.5,1.5,3.5,1,4,1,0,0,0,0,0,0,0,0,0,0," No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment ."
808,75,77,3,4,3,3,3,16,3,12,'M',0,6,28,76.0,3.0,3.5,0,1,0,1,0,2,0,0,0,0,1,0,0,'Could do better.'. No Comment .'Parent conference requested.'Inattentiveness in class. No Comment .'Demonstrates outstanding effort.'Inattentiveness in class.'Could do better.'.
809,73,79,4,3,4,2,6,6,3,15,'M',0,9,21,76.0,4.0,2.5,0,1,2,0,1,0,1,0,0,0,0,1,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work. No Comment . No Comment .'Poor test scores.'Unprepared for class.'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort ."
810,0,80,0,0,1,3,0,0,7,58,'F',0,7,58,40.0,0.5,1.5,0,1,1,0,1,0,1,0,0,0,1,0,0,"'Unprepared for class.'Incomplete work.'Parent conference requested. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Unprepared for class."
811,0,80,0,0,3,4,0,0,5,56,'F',0,5,56,40.0,1.5,2.0,0,3,0,1,0,0,0,0,0,0,1,0,0,"'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .""Next semester, keep doing those test until YOU pass.  Ask for help if you don't understand."".'Demonstrates outstanding effort."
812,75,64,2,3,0,0,11,10,14,18,'F',0,25,28,69.5,1.0,1.5,0,1,1,0,1,0,1,0,0,2,0,0,0,"'Poor test scores.'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Incomplete homework. No Comment .'Incomplete work.'Poor test scores."
813,85,87,4,5,4,5,15,37,21,28,'F',0,36,65,86.0,4.0,5.0,0,5,0,1,0,0,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort ."
814,84,82,2,1,4,2,5,1,4,0,'F',0,9,1,83.0,3.0,1.5,0,3,0,1,0,0,0,2,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities."
815,71,75,3,3,3,1,5,0,1,0,'M',0,6,0,73.0,3.0,2.0,0,1,1,0,0,1,1,0,0,0,1,0,0,"'Poor test scores.'rushes through assignments'.'Incomplete work.'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Inattentiveness in class.'Poor test scores."
816,74,78,3,3,3,4,0,0,2,1,'M',0,2,1,76.0,3.0,3.5,0,1,0,0,1,1,0,0,0,1,0,0,0,"'Unprepared for class.'Inattentiveness in class. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete homework.'Unprepared for class."
817,82,81,4,5,4,5,4,25,3,17,'M',0,7,42,81.5,4.0,5.0,0,4,0,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us..'Meets acceptable standards of cooperation, work, attitude and effort ."
818,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,1,2,0,1,0,0,2,0,0,0,0,0,"'Unprepared for class.'Conscientious about classroom responsibilities. No Comment .'Incomplete work. A missing project.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Conscientious about classroom responsibilities.'Unprepared for class."
819,74,83,3,2,3,2,0,0,1,0,'F',0,1,0,78.5,3.0,2.0,0,1,2,0,0,1,0,0,0,0,0,0,0,"'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work. A missing project. No Comment .'Needs to stay for tutoring'. No Comment .'Inattentiveness in class.'Incomplete work."
820,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,1,2,1,0,0,0,0,"'Conscientious about classroom responsibilities.'Poor test scores. No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Improvement noted.'Conscientious about classroom responsibilities."
821,85,80,2,4,1,4,5,0,10,9,'M',0,15,9,82.5,1.5,4.0,0,2,1,0,0,0,0,0,1,1,0,0,0,"'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Improvement noted.'Meets acceptable standards of cooperation, work, attitude and effort .'Some date Student is extremely bright, but his grade at the moment is not reflective because he did not complete the project we had recently. This zero can still be brought up if he gets it done. At this point he can earn up to fifty points if it is done completely and done according to the directions. As discussed at conferences, he is a delight to teach and an insightful student.'.'Incomplete homework."
822,85,82,0,0,0,0,31,15,7,1,'M',0,38,16,83.5,0.0,0.0,0,2,0,0,1,0,0,0,0,1,0,2,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor class attendance.'Unprepared for class.'Incomplete homework."
