,student_ids,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target
729,118470,78,83,3,3,3,3,1,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
730,117877,73,83,2,4,2,4,2,0,2,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Needs to participate more in class','Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','Incomplete homework--',0
731,118140,85,86,4,4,4,4,4,0,2,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'",'',0
732,155701,0,84,0,0,0,0,0,0,3,1,'M','Conscientious about classroom responsibilities--','Inattentiveness in class--','Improvement noted--','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','','Inattentiveness in class--',0
733,118474,0,77,0,0,1,4,0,0,12,4,'M','Incomplete homework--','Incomplete work--','','Conscientious about classroom responsibilities--','','Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
734,141970,69,78,2,2,1,1,4,26,1,22,'M','Incomplete homework--','Inattentiveness in class--','Unprepared for class--','Incomplete work--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor class attendance--',0
735,122962,77,83,2,3,3,3,7,0,7,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
736,159254,0,0,0,0,0,0,0,0,0,0,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--','Just transferred in.','',"'Demonstrates above average ability, motivation and attitude in this class--'",'',0
737,117319,85,88,0,0,0,0,15,7,12,3,'F','Conscientious about classroom responsibilities--','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'",0
738,115639,74,83,2,1,1,2,10,0,14,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
739,160803,0,0,0,0,0,0,0,0,0,0,'M','','','','','','',,,0
740,160626,0,0,0,0,0,0,0,0,0,0,'F','','','','','','','',,0
741,118726,70,68,3,2,0,0,9,2,5,16,'M','Parent conference requested--',"'Demonstrates above average ability, motivation and attitude in this class--'",'','Poor class attendance--','Unprepared for class--','Poor class attendance--','Unprepared for class--','Poor test scores--',0
742,117429,78,78,2,3,2,3,14,8,11,20,'M','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
743,118383,77,64,2,3,0,0,8,10,6,25,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',0
744,146704,85,85,4,4,4,4,7,3,2,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Demonstrates above average ability, motivation and attitude in this class--'",0
745,157197,0,69,0,0,0,1,0,0,1,14,'M','Unprepared for class--','Incomplete work. A missing project- El folleto turístico.','Conscientious about classroom responsibilities--','Poor test scores--','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
746,117023,78,80,3,4,3,4,14,9,4,5,'M','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--','','Incomplete work--','Unprepared for class--',0
747,159121,0,0,0,0,0,0,0,0,0,0,'M','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
748,118936,84,86,4,4,4,4,5,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Needs to participate more in class','',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
749,135156,85,85,4,5,4,5,17,8,22,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Poor test scores--',0
750,118361,79,83,3,2,4,3,9,4,5,8,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
751,115865,78,73,1,2,2,3,6,13,2,19,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','Poor class attendance--','Conscientious about classroom responsibilities--','','Evely needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Evely to jmoreno@ucboe.us.-- Evely necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Evely a jmoreno@ucboe.us.','',0
752,118400,85,64,4,4,0,0,5,3,21,13,'M','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--','Incomplete homework--',0
753,159279,0,0,0,0,0,0,0,0,0,0,'M',"""Doesn't do much in class. Comes late.""",'Parent conference requested--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','Inattentiveness in class--','Poor test scores--','Parent conference requested--',0
754,117296,76,82,3,3,4,4,14,17,12,6,'M','Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
755,148669,80,83,2,2,2,2,5,0,7,2,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
756,117793,79,86,4,5,4,5,12,1,13,9,'F','Excessive lateness--','Unprepared for class--','Incomplete homework--','',"'Demonstrates above average ability, motivation and attitude in this class--'",'Inattentiveness in class--','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
757,117145,0,86,0,0,0,0,0,0,6,3,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'12/12/19 Natasha shows excellent effort, and is always very hard working and attentive.'",0
758,129756,0,38,0,0,0,0,0,0,0,0,'F','','','','','','','','',0
759,117775,76,82,1,1,1,2,2,1,3,0,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
760,149583,0,74,0,0,3,2,0,0,5,10,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--','','Incomplete work. A missing project- El folleto turístico.',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Excessive lateness--','Conscientious about classroom responsibilities--',,0
761,157159,0,81,0,0,1,0,0,0,1,1,'F','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Parent conference requested--','Poor test scores--',0
762,115653,0,48,0,0,0,0,0,0,6,18,'M','','','','','','',,,0
763,116260,78,81,2,3,3,3,14,17,3,10,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Conscientious about classroom responsibilities--',0
764,153247,76,82,3,5,4,5,12,9,6,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
765,115941,79,48,3,3,0,0,33,21,30,9,'F','','','Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','','Poor class attendance--','',0
766,115794,70,48,1,2,0,0,13,5,4,12,'M','','','','','','','','',0
767,127491,75,75,3,5,3,4,15,26,3,18,'M','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Inattentiveness in class--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',0
768,118219,73,73,3,4,2,4,3,0,6,2,'M','Incomplete work--','Poor test scores--','Inattentiveness in class--','disruptive at times in class','Unprepared for class--','','Improvement noted--','',0
769,116671,73,78,3,2,2,4,5,19,9,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--',0
770,117451,75,84,3,4,4,4,2,0,1,6,'F',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
771,117434,73,74,2,3,2,3,0,7,1,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Parent conference requested--','Inattentiveness in class--','','Incomplete homework--','Parent conference requested--','Poor class attendance--',0
772,158411,0,0,0,0,0,0,0,0,0,0,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Demonstrates above average ability, motivation and attitude in this class--'",,0
773,149235,78,80,2,3,3,3,3,1,10,3,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
774,115135,77,64,1,4,0,0,8,0,9,1,'F','Needs tutoring as discussed.',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor class attendance--',0
775,122964,85,87,4,4,4,4,1,0,1,3,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
776,137975,77,79,3,5,4,4,2,5,6,18,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
777,116738,79,76,2,1,2,1,10,14,5,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Incomplete homework--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",,0
778,141933,81,80,3,2,2,1,1,0,3,0,'M','','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',,0
779,125359,84,85,4,5,4,4,11,3,6,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'",'',0
780,143813,84,81,0,0,0,0,0,0,3,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'",'Conscientious about classroom responsibilities--',0
781,115662,75,76,3,4,1,4,8,0,7,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--','','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0
782,150715,74,78,2,1,4,1,0,0,4,0,'M','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',,0
783,143157,75,76,2,4,2,3,5,15,5,10,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
784,148261,79,87,3,5,1,5,3,0,0,1,'F','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',0
785,117652,0,0,0,0,0,0,13,8,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',0
786,115734,68,75,3,3,2,2,3,4,5,5,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','Incomplete homework--','Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','','Poor test scores--',0
787,121602,78,80,2,4,3,3,8,1,4,2,'F','Madeline needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Madeline to jmoreno@ucboe.us.-- Madeline necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Madeline a jmoreno@ucboe.us.','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
788,154859,73,74,1,0,1,1,10,2,21,16,'F','','','','','','','',,0
789,127100,84,86,3,5,4,5,1,0,4,5,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
790,117852,78,85,2,3,1,3,7,2,4,15,'F','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
791,123048,80,82,4,5,4,5,12,0,13,0,'M','',"'Demonstrates above average ability, motivation and attitude in this class--'",'','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--',0
792,117820,83,85,3,4,4,4,3,4,1,4,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
793,118510,77,82,3,5,4,4,7,2,5,5,'M',"'Demonstrates above average ability, motivation and attitude in this class--'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Needs to participate more in class','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
794,119259,85,89,4,4,5,4,6,1,5,8,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'",'Austin is a joy to have in class. He always is attentive and gets his work done on time.',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
795,117853,81,81,4,3,4,4,2,0,1,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
796,159102,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Parent conference requested--','','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",0
797,122873,85,83,2,3,2,4,2,0,9,0,'F','Hilda needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Hilda to jmoreno@ucboe.us.-- Hilda necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Hilda a jmoreno@ucboe.us.','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
798,118082,72,75,2,3,3,3,2,0,1,6,'M','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
799,129552,85,89,3,4,4,5,0,0,2,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
800,117777,80,83,3,5,4,4,0,1,0,3,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',0
801,117832,82,79,2,4,3,4,2,1,1,9,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','','Conscientious about classroom responsibilities--','',0
802,155963,0,82,0,0,3,2,0,0,13,0,'M','Conscientious about classroom responsibilities--','Improvement noted--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',,0
803,117656,79,74,2,4,2,4,10,0,7,3,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Not working up to his ability','',0
804,149858,76,78,2,1,4,2,6,1,3,0,'F','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Conscientious about classroom responsibilities--','Demonstrates outstanding effort--','','Parent conference requested--','Inattentiveness in class--',0
805,118291,74,76,2,4,2,2,14,20,12,34,'M','Poor class attendance--','Improvement noted--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Inattentiveness in class--','','Parent conference requested--',0
806,159679,0,0,0,0,0,0,0,0,0,0,'F','','Improvement noted--','','','Incomplete work--IXL','Unprepared for class--','Conscientious about classroom responsibilities--',,0
807,116721,74,77,2,3,1,4,6,2,3,1,'F','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
808,133157,75,77,3,4,3,3,3,16,3,12,'M','Could do better.','','Parent conference requested--','Inattentiveness in class--','','Demonstrates outstanding effort--','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
809,117377,73,79,4,3,4,2,6,6,3,15,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','','','Poor test scores--','Unprepared for class--','Incomplete work--','Poor class attendance--',0
810,156420,0,80,0,0,1,3,0,0,7,58,'F','Unprepared for class--','Incomplete work--','Parent conference requested--','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','',0
811,156419,0,80,0,0,3,4,0,0,5,56,'F','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","""Next semester, keep doing those test until YOU pass.  Ask for help if you don't understand.""",'',0
812,115600,75,64,2,3,0,0,11,10,14,18,'F','Poor test scores--','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--','Incomplete homework--','','Incomplete work--','',0
813,119364,85,87,4,5,4,5,15,37,21,28,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
814,150635,84,82,2,1,4,2,5,1,4,0,'F','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Conscientious about classroom responsibilities--',,0
815,125059,71,75,3,3,3,1,5,0,1,0,'M','Poor test scores--','rushes through assignments','Incomplete work--','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Inattentiveness in class--','',0
816,116568,74,78,3,3,3,4,0,0,2,1,'M','Unprepared for class--','Inattentiveness in class--','','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Incomplete homework--','behavior needs to improve - plays video games in class while teacher is teaching',0
817,117709,82,81,4,5,4,5,4,25,3,17,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Andrew needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Andrew to jmoreno@ucboe.us.-- Andrew necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Andrew a jmoreno@ucboe.us.','',0
818,158076,0,0,0,0,0,0,0,0,0,0,'M','Unprepared for class--','Conscientious about classroom responsibilities--','','Incomplete work. A missing project- El folleto turístico.',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Conscientious about classroom responsibilities--',,0
